0,0.0477255,-0.129599,0.041784,-0.129513
0.005,0.0477028,-0.129599,0.0436343,-0.128433
0.01,0.0476796,-0.129599,0.0597213,-0.126947
0.015,0.0476559,-0.129599,0.0672296,-0.12735
0.02,0.0476319,-0.129599,0.0691953,-0.127585
0.025,0.0476074,-0.129599,0.067745,-0.127727
0.03,0.0475824,-0.129599,0.0642675,-0.127905
0.035,0.047557,-0.129599,0.0599274,-0.128137
0.04,0.0475311,-0.129599,0.0555555,-0.128426
0.045,0.0475047,-0.129599,0.051683,-0.128763
0.05,0.0474778,-0.129599,0.0486127,-0.129132
0.055,0.0474504,-0.129599,0.0464844,-0.129513
0.06,0.0474225,-0.129599,0.0453284,-0.12989
0.065,0.0473941,-0.129599,0.0451051,-0.130246
0.07,0.0473652,-0.129599,0.0457306,-0.130569
0.075,0.0473357,-0.129599,0.0470924,-0.130845
0.08,0.0473057,-0.129599,0.0493298,-0.131447
0.085,0.0472751,-0.129599,0.0520287,-0.131236
0.09,0.047244,-0.129599,0.0547496,-0.131303
0.095,0.0472122,-0.129599,0.0575404,-0.131303
0.1,0.0471799,-0.129599,0.0615948,-0.13142
0.105,0.047147,-0.129599,0.0630343,-0.131111
0.11,0.0471135,-0.129599,0.0652465,-0.130954
0.115,0.0470793,-0.129599,0.0671096,-0.130765
0.12,0.0470445,-0.129599,0.068582,-0.130553
0.125,0.0470091,-0.129599,0.0696413,-0.130328
0.13,0.0469729,-0.129599,0.0702813,-0.130098
0.135,0.0469362,-0.129599,0.0705097,-0.129872
0.14,0.0468987,-0.129599,0.0703484,-0.129656
0.145,0.0468605,-0.129599,0.0698315,-0.129458
0.15,0.0468217,-0.129599,0.0690008,-0.129284
0.155,0.0467821,-0.129599,0.067906,-0.129139
0.16,0.0467417,-0.129599,0.0666032,-0.129027
0.165,0.0467007,-0.129599,0.0651506,-0.128949
0.17,0.0466588,-0.129599,0.0636059,-0.128908
0.175,0.0466162,-0.129599,0.0620512,-0.1289
0.18,0.0465728,-0.129599,0.060483,-0.128928
0.185,0.0465285,-0.129599,0.0589334,-0.128986
0.19,0.0464835,-0.129599,0.0575188,-0.129065
0.195,0.0464376,-0.129599,0.0561673,-0.129168
0.2,0.0463908,-0.129599,0.0549561,-0.129282
0.205,0.0463432,-0.129599,0.0538736,-0.129405
0.21,0.0462947,-0.129599,0.05291,-0.129531
0.215,0.0462453,-0.129599,0.0520506,-0.129654
0.22,0.046195,-0.129599,0.0512771,-0.129771
0.225,0.0461437,-0.129599,0.0505692,-0.129878
0.23,0.0460915,-0.129599,0.0499064,-0.129972
0.235,0.0460383,-0.129599,0.0492696,-0.13005
0.24,0.0459841,-0.129599,0.0486657,-0.130111
0.245,0.0459289,-0.129599,0.048008,-0.130156
0.25,0.0458727,-0.129599,0.047348,-0.130183
0.255,0.0458155,-0.129599,0.0466671,-0.130194
0.26,0.0457571,-0.129599,0.0459585,-0.130191
0.265,0.0456977,-0.129599,0.0452193,-0.130174
0.27,0.0456372,-0.129599,0.0444712,-0.130146
0.275,0.0455755,-0.129599,0.0436473,-0.130109
0.28,0.0455127,-0.129599,0.0428094,-0.130065
0.285,0.0454488,-0.129599,0.0419524,-0.130017
0.29,0.0453836,-0.129599,0.0410805,-0.129967
0.295,0.0453172,-0.129599,0.0401994,-0.129918
0.3,0.0452496,-0.129599,0.034912,-0.129917
0.305,0.0451808,-0.129599,0.0380763,-0.129813
0.31,0.0451106,-0.129599,0.0372067,-0.129774
0.315,0.0450392,-0.129599,0.0363821,-0.129742
0.32,0.0449664,-0.129599,0.0355949,-0.129717
0.325,0.0448922,-0.129599,0.0348424,-0.129699
0.33,0.0448167,-0.129599,0.0341221,-0.129688
0.335,0.0447398,-0.129599,0.0334327,-0.129685
0.34,0.0446614,-0.129599,0.0327734,-0.129688
0.345,0.0445816,-0.129599,0.0321441,-0.129697
0.35,0.0445003,-0.129599,0.0295684,-0.129712
0.355,0.0444175,-0.129599,0.0309004,-0.129731
0.36,0.0443331,-0.129599,0.0303664,-0.129751
0.365,0.0442472,-0.129599,0.0298768,-0.129774
0.37,0.0441597,-0.129599,0.0294281,-0.129798
0.375,0.0440705,-0.129599,0.0290196,-0.129823
0.38,0.0439797,-0.129599,0.0286614,-0.129846
0.385,0.0438872,-0.129599,0.0283209,-0.12987
0.39,0.0437929,-0.129599,0.0280254,-0.129891
0.395,0.0436969,-0.129599,0.0237054,-0.129953
0.4,0.0435992,-0.129599,0.0295128,-0.129906
0.405,0.0434996,-0.129599,0.0273437,-0.12994
0.41,0.0433981,-0.129599,0.0272288,-0.129949
0.415,0.0432948,-0.129599,0.0271552,-0.129956
0.42,0.0431895,-0.129599,0.0271236,-0.12996
0.425,0.0430823,-0.129599,0.0271327,-0.129962
0.43,0.0429731,-0.129599,0.0271814,-0.129962
0.435,0.0428618,-0.129599,0.0272689,-0.12996
0.44,0.0427485,-0.129599,0.0273667,-0.129957
0.445,0.042633,-0.129599,0.0275471,-0.12995
0.45,0.0425155,-0.129599,0.0277681,-0.129944
0.455,0.0423957,-0.129599,0.0280145,-0.129938
0.46,0.0422737,-0.129599,0.0282903,-0.129933
0.465,0.0421494,-0.129599,0.0286023,-0.129927
0.47,0.0420228,-0.129599,0.0289291,-0.129923
0.475,0.0418938,-0.129599,0.029287,-0.129918
0.48,0.0417625,-0.129599,0.0296723,-0.129915
0.485,0.0416287,-0.129599,0.0300827,-0.129913
0.49,0.0414924,-0.129599,0.0305158,-0.129911
0.495,0.0413536,-0.129599,0.0309692,-0.129911
0.5,0.0412122,-0.129599,0.0314401,-0.129911
0.505,0.0410681,-0.129599,0.0319256,-0.129913
0.51,0.0409214,-0.129599,0.0324227,-0.129915
0.515,0.0407719,-0.129599,0.0329284,-0.129919
0.52,0.0406197,-0.129599,0.032103,-0.129951
0.525,0.0404646,-0.129599,0.034031,-0.129929
0.53,0.0403067,-0.129599,0.0345595,-0.129932
0.535,0.0401458,-0.129599,0.0350823,-0.129937
0.54,0.0399819,-0.129599,0.0355732,-0.129943
0.545,0.0398149,-0.129599,0.0360921,-0.129947
0.55,0.0396448,-0.129599,0.0363272,-0.129967
