0,0.0474985,-0.1279,0.0474985,-0.129595,0.0474985,-0.1279
0.005,0.0469604,-0.127677,0.0473909,-0.129571,0.0474985,-0.1279
0.01,0.0469475,-0.127673,0.0476492,-0.129517,0.0474985,-0.1279
0.015,0.0468944,-0.127677,0.048085,-0.129467,0.0474985,-0.1279
0.02,0.0468155,-0.12768,0.0485608,-0.129407,0.0474985,-0.1279
0.025,0.0467286,-0.127683,0.0489924,-0.129331,0.0474985,-0.1279
0.03,0.046645,-0.127689,0.0493329,-0.129239,0.0474985,-0.1279
0.035,0.046571,-0.127696,0.0495639,-0.129134,0.0474985,-0.1279
0.04,0.0465091,-0.127705,0.0496868,-0.129019,0.0474985,-0.1279
0.045,0.0464595,-0.127716,0.0497155,-0.128898,0.0474985,-0.1279
0.05,0.0464204,-0.127727,0.0496702,-0.128774,0.0474985,-0.1279
0.055,0.0463893,-0.127739,0.0495735,-0.128651,0.0474985,-0.1279
0.06,0.0463634,-0.12775,0.0494479,-0.128531,0.0474985,-0.1279
0.065,0.0463398,-0.127762,0.049314,-0.128416,0.0474985,-0.1279
0.07,0.0463158,-0.127773,0.0491902,-0.128309,0.0474985,-0.1279
0.075,0.0462891,-0.127783,0.049092,-0.12821,0.0474985,-0.1279
0.08,0.0462576,-0.127792,0.0490316,-0.128122,0.0474985,-0.1279
0.085,0.0462197,-0.127799,0.0490179,-0.128045,0.0474985,-0.1279
0.09,0.0461741,-0.127806,0.0490563,-0.127979,0.0474985,-0.1279
0.095,0.04612,-0.127811,0.0491483,-0.127923,0.0474985,-0.1279
0.1,0.0460572,-0.127816,0.0492926,-0.127878,0.0474985,-0.1279
0.105,0.0459856,-0.127819,0.0494859,-0.127841,0.0474985,-0.1279
0.11,0.0459056,-0.12782,0.0497226,-0.127814,0.0474985,-0.1279
0.115,0.0458178,-0.127821,0.0499957,-0.127793,0.0474985,-0.1279
0.12,0.0457231,-0.127822,0.0502985,-0.12778,0.0474985,-0.1279
0.125,0.0456221,-0.127821,0.0506236,-0.127772,0.0474985,-0.1279
0.13,0.0455158,-0.12782,0.0510771,-0.12777,0.0474985,-0.1279
0.135,0.0453901,-0.127818,0.0514219,-0.127773,0.0474985,-0.1279
0.14,0.0452756,-0.127816,0.0517636,-0.127778,0.0474985,-0.1279
0.145,0.045159,-0.127813,0.0520962,-0.127786,0.0474985,-0.1279
0.15,0.0450408,-0.12781,0.0524139,-0.127795,0.0474985,-0.1279
0.155,0.0449218,-0.127807,0.052712,-0.127805,0.0474985,-0.1279
0.16,0.0448025,-0.127805,0.0529871,-0.127814,0.0474985,-0.1279
0.165,0.0446834,-0.127802,0.0532367,-0.127822,0.0474985,-0.1279
0.17,0.0445648,-0.127799,0.0534588,-0.127828,0.0474985,-0.1279
0.175,0.0444469,-0.127797,0.053653,-0.127833,0.0474985,-0.1279
0.18,0.0443298,-0.127795,0.0538191,-0.127835,0.0474985,-0.1279
0.185,0.0442136,-0.127794,0.0539583,-0.127835,0.0474985,-0.1279
0.19,0.0440981,-0.127792,0.0540727,-0.127832,0.0474985,-0.1279
0.195,0.0439831,-0.127792,0.0541636,-0.127827,0.0474985,-0.1279
0.2,0.0438684,-0.127791,0.0542339,-0.127819,0.0474985,-0.1279
0.205,0.0437537,-0.127791,0.0542854,-0.127809,0.0474985,-0.1279
0.21,0.0436388,-0.127792,0.0543206,-0.127798,0.0474985,-0.1279
0.215,0.0435233,-0.127792,0.0543412,-0.127785,0.0474985,-0.1279
0.22,0.0434072,-0.127793,0.0543495,-0.127771,0.0474985,-0.1279
0.225,0.04329,-0.127794,0.0543463,-0.127757,0.0474985,-0.1279
0.23,0.0431718,-0.127796,0.0543329,-0.127743,0.0474985,-0.1279
0.235,0.0430523,-0.127797,0.0543102,-0.127729,0.0474985,-0.1279
0.24,0.0429315,-0.127799,0.0542786,-0.127716,0.0474985,-0.1279
0.245,0.0428094,-0.1278,0.0542384,-0.127705,0.0474985,-0.1279
0.25,0.042686,-0.127801,0.0541898,-0.127694,0.0474985,-0.1279
0.255,0.0425612,-0.127803,0.0540956,-0.127682,0.0474985,-0.1279
0.26,0.04244,-0.127804,0.0540213,-0.127677,0.0474985,-0.1279
0.265,0.0423139,-0.127805,0.0539368,-0.127675,0.0474985,-0.1279
0.27,0.0421868,-0.127806,0.053842,-0.127674,0.0474985,-0.1279
0.275,0.0420587,-0.127806,0.0537368,-0.127676,0.0474985,-0.1279
0.28,0.0419297,-0.127806,0.0536208,-0.127681,0.0474985,-0.1279
0.285,0.0418,-0.127806,0.0534933,-0.127687,0.0474985,-0.1279
0.29,0.0416695,-0.127805,0.0533543,-0.127696,0.0474985,-0.1279
0.295,0.0415383,-0.127804,0.0532037,-0.127707,0.0474985,-0.1279
0.3,0.0414066,-0.127803,0.0530412,-0.12772,0.0474985,-0.1279
0.305,0.0412744,-0.127802,0.0528672,-0.127735,0.0474985,-0.1279
0.31,0.0411416,-0.127801,0.0526808,-0.127751,0.0474985,-0.1279
0.315,0.0410085,-0.127799,0.0524823,-0.127768,0.0474985,-0.1279
0.32,0.0408749,-0.127797,0.0522478,-0.127788,0.0474985,-0.1279
0.325,0.0407442,-0.127795,0.0520243,-0.127807,0.0474985,-0.1279
0.33,0.0406103,-0.127793,0.0516816,-0.127835,0.0474985,-0.1279
0.335,0.0404901,-0.12779,0.0514304,-0.127854,0.0474985,-0.1279
0.34,0.0403566,-0.127788,0.0510813,-0.127879,0.0474985,-0.1279
0.345,0.040234,-0.127785,0.0508085,-0.127897,0.0474985,-0.1279
0.35,0.0401,-0.127783,0.0505291,-0.127914,0.0474985,-0.1279
0.355,0.0399652,-0.127781,0.0502438,-0.127931,0.0474985,-0.1279
0.36,0.0398295,-0.127779,0.0499531,-0.127946,0.0474985,-0.1279
0.365,0.0396929,-0.127777,0.0496585,-0.127961,0.0474985,-0.1279
0.37,0.0395553,-0.127776,0.0493601,-0.127974,0.0474985,-0.1279
0.375,0.0394167,-0.127774,0.049058,-0.127985,0.0474985,-0.1279
0.38,0.0392771,-0.127773,0.0487526,-0.127995,0.0474985,-0.1279
